side,signal_time,entry_time,entry_price,sl,tp,lots,oz,risk_usd,commission_usd,spread_cost_usd,slippage_cost_usd,tp2,tp1_oz,tp1_filled,partial_pnl_usd,swap_usd,rollovers,exit_time,exit_price,exit_reason,ambiguous,pnl_usd,r_multiple
1,2017-01-17 09:30:00,2017-01-17 10:00:00,1214.898,1209.2981,1226.0977999999998,0.08,0.08,0.44799199999999473,0.0,0.0128,0.0016,1237.2975999999996,0.04,False,0.0,-0.043120000000000006,1,2017-01-18 13:00:00,1211.951,news_close,False,-0.27887999999999113,-0.622511116269921
-1,2017-01-26 15:30:00,2017-01-26 15:45:00,1186.758,1191.6312428571428,1181.2442428571428,0.1,0.1,0.4873242857142714,0.0,0.016,0.002,1175.7304857142856,0.05,False,0.0,0.0,1,2017-01-27 13:00:00,1182.462,news_close,False,0.4296000000000049,0.881548514189766
1,2017-02-08 12:30:00,2017-02-08 13:45:00,1238.348,1234.7211285714286,1245.6017428571427,0.13,0.13,0.47149328571427535,0.0,0.020800000000000003,0.0026000000000000003,1252.8554857142854,0.06,False,0.0,0.0,0,2017-02-08 15:00:00,1242.272,news_close,False,0.5101199999999971,1.08192420858593
1,2017-02-16 14:45:00,2017-02-16 15:30:00,1239.319,1235.5488785714285,1244.2448785714287,0.13,0.13,0.4901157857142857,0.0,0.020800000000000003,0.012999999999988177,1249.1707571428574,0.06,False,0.0,-0.07007000000000001,1,2017-02-17 19:45:00,1235.4488785714286,sl,False,-0.5731857857142739,-1.1694905620697842
1,2017-02-24 07:15:00,2017-02-24 07:30:00,1253.818,1249.3405785714285,1262.772842857143,0.11,0.11,0.4925163571428607,0.0,0.0176,0.0022,1271.7276857142858,0.05,False,0.0,0.0,0,2017-02-24 14:30:00,1257.188,news_close,False,0.370700000000013,0.7526653574522536
1,2017-04-17 09:00:00,2017-04-17 09:45:00,1289.699,1286.5945428571429,1295.3385428571428,0.16,0.16,0.496713142857152,0.0,0.0256,0.01599999999998545,1300.9780857142855,0.08,False,0.0,0.0,0,2017-04-17 11:45:00,1286.494542857143,sl,False,-0.5127131428571374,-1.0322117508466788
-1,2017-09-05 11:15:00,2017-09-05 11:30:00,1329.338,1334.1357357142856,1319.7425285714287,0.1,0.1,0.47977357142856364,0.0,0.016,0.009999999999990905,1310.1470571428574,0.05,False,0.0,0.0,0,2017-09-05 13:30:00,1334.2357357142855,sl,False,-0.48977357142855454,-1.0208431656004209
1,2017-09-08 10:15:00,2017-09-08 10:30:00,1354.059,1350.370792857143,1361.435414285714,0.13,0.13,0.4794669285714076,0.0,0.020800000000000003,0.012999999999988177,1368.811828571428,0.06,False,0.0,0.0,0,2017-09-08 12:15:00,1350.270792857143,sl,False,-0.4924669285713958,-1.0271134445888108
-1,2018-01-26 14:00:00,2018-01-26 14:15:00,1349.888,1355.491142857143,1342.893142857143,0.08,0.08,0.44825142857143874,0.0,0.0128,0.0008,1335.898285714286,0.04,True,0.2797942857142789,0.0,2,2018-01-29 13:00:00,1343.432,news_close,False,0.538034285714275,1.2002957523838151
1,2019-08-05 10:30:00,2019-08-05 10:45:00,1458.968,1455.6259571428573,1465.6520857142857,0.14,0.14,0.4678859999999941,0.0,0.022400000000000003,0.0028000000000000004,1472.3361714285713,0.07,False,0.0,0.0,0,2019-08-05 13:15:00,1462.775,news_close,False,0.5329800000000023,1.1391236326797747
1,2019-08-06 11:15:00,2019-08-06 11:30:00,1465.208,1458.1995571428572,1474.6495571428572,0.07,0.07,0.4905910000000018,0.0,0.011200000000000002,0.0014000000000000002,1484.0911142857144,0.03,False,0.0,0.0,0,2019-08-06 13:30:00,1466.425,news_close,False,0.08518999999999097,0.17364770246496708
1,2019-08-07 10:15:00,2019-08-07 10:30:00,1488.768,1484.753292857143,1496.7974142857142,0.12,0.12,0.4817648571428526,0.0,0.0192,0.0,1504.8268285714285,0.06,True,0.4817648571428526,0.0,0,2019-08-07 13:45:00,1504.8268285714285,tp2,False,1.4452945714285579,3.0
1,2019-08-13 07:45:00,2019-08-13 08:15:00,1524.618,1515.223714285714,1543.4065714285716,0.05,0.05,0.4697142857142922,0.0,0.008,0.001,1562.1951428571433,0.02,False,0.0,0.0,0,2019-08-13 12:00:00,1525.685,news_close,False,0.05335000000000037,0.11357968369829606
1,2019-11-20 07:30:00,2019-11-20 09:15:00,1476.198,1471.973757142857,1484.6464857142862,0.12,0.12,0.5069091428571664,0.0,0.0192,0.011999999999989085,1493.0949714285723,0.06,False,0.0,0.0,0,2019-11-20 13:15:00,1471.8737571428571,sl,False,-0.5189091428571555,-1.0236728813616416
1,2020-01-06 11:30:00,2020-01-06 12:00:00,1577.975,1574.8347071428573,1584.2555857142852,0.16,0.16,0.5024468571428224,0.0,0.0256,0.01599999999998545,1590.5361714285705,0.08,False,0.0,0.0,0,2020-01-06 13:15:00,1574.7347071428574,sl,False,-0.5184468571428079,-1.03184416376086
-1,2020-01-09 15:45:00,2020-01-09 16:00:00,1547.648,1552.8775285714285,1541.1675285714284,0.09,0.09,0.47065757142856907,0.0,0.0144,0.0018,1534.687057142857,0.04,False,0.0,0.0,0,2020-01-09 17:30:00,1550.875,news_close,False,-0.290430000000008,-0.6170728309298772
1,2020-01-28 08:45:00,2020-01-28 09:00:00,1579.895,1576.6551357142857,1585.4851357142857,0.15,0.15,0.48597964285713713,0.0,0.024,0.014999999999986358,1591.0752714285713,0.07,False,0.0,0.0,0,2020-01-28 12:00:00,1576.5551357142858,sl,False,-0.5009796428571235,-1.0308654903974979
